date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees
2014-04-14,27946.8341905,1458.0,2164120.0,0.583917,29214.0,10911.0,1.81661293,
2014-04-15,81725.1712531,1629.0,2367280.0,0.647564,28751.0,10800.0,1.96132042,
2014-04-16,42913.9934835,1444.0,2647720.0,0.655656,23860.0,11021.0,2.47793058,
2014-04-17,58403.0491814,1564.0,2662660.0,0.615856,19435.0,11153.0,1.88216745,
2014-04-18,89847.982903,1391.0,2509430.0,0.789777,293384.0,10886.0,1.78833568,
2014-04-19,1385258.14063,2139.0,3232440.0,0.736829,57416.0,10912.0,3.62991491002,
2014-04-20,119650.300633,1568.0,3050050.0,0.722926,30229.0,10917.0,1.67804976,
2014-04-21,81223.905053,1598.0,2955240.0,0.708118,29266.0,10954.0,1.97277091,
2014-04-22,115581.375593,1702.0,2903710.0,0.722089,72972.0,11413.0,1.75753075,
2014-04-23,145905.100014,1882.0,2973610.0,0.873071,196373.0,11097.0,2.07368011,
2014-04-24,291572.552134,2069.0,3596660.0,1.06,329106.0,10362.0,3.65910001,
2014-04-25,762456.800192,2173.0,4372240.0,1.69,794049.0,10258.0,2.6540028,
2014-04-26,993490.515434,2319.0,7094160.0,1.72,1204200.0,9212.0,5.01911089999,
2014-04-27,1877866.02975,2557.0,7054200.0,1.71,509028.0,8403.0,4.96285790997,
2014-04-28,426313.706382,2305.0,6957830.0,1.67,198793.0,7914.0,2.66981718,
2014-04-29,138328.465453,2301.0,6952590.0,1.64,302458.0,7809.0,2.68481032,
2014-04-30,207969.104929,1645.0,6827410.0,1.54,38202.0,8044.0,1.98769172001,
2014-05-01,257500.455235,2100.0,6438560.0,1.52,232684.0,8024.0,2.4961588,
2014-05-02,300481.032556,2057.0,6343910.0,1.35,171901.0,7758.0,2.55548372001,
2014-05-03,260816.137547,1889.0,5661610.0,1.2,93670.0,8016.0,2.26916824,
2014-05-04,489753.504127,1929.0,5002930.0,1.55,275743.0,8760.0,2.16662828,
2014-05-05,535703.018797,2819.0,6598260.0,1.67,291678.0,8162.0,2.90459263,
2014-05-06,161949.693142,3368.0,7096260.0,1.61,75746.0,7743.0,4.54346784,
2014-05-07,105674.680139,2040.0,6817910.0,1.63,100953.0,7187.0,2.63069463,
2014-05-08,277610.606646,1634.0,6841980.0,1.65,84669.0,6843.0,1.64106147,
2014-05-09,128289.96409,2087.0,7011350.0,2.23,520876.0,7204.0,1.85092681,
2014-05-10,1467906.56538,2297.0,9492880.0,2.57,854388.0,7295.0,3.37190853001,
2014-05-11,1271839.96131,2329.0,10825500.0,2.57,569871.0,6779.0,3.6226893,
2014-05-12,803654.795321,2033.0,10934800.0,2.47,760914.0,5923.0,2.67859301,
2014-05-13,4246501.56893,2298.0,10560100.0,2.77,415759.0,6397.0,3.68052362001,
2014-05-14,5348281.6378,2162.0,11779400.0,4.01,1721090.0,6008.0,2.93550127,
2014-05-15,5149931.8852,2488.0,17183700.0,5.76,3215550.0,6222.0,5.96338334999,
2014-05-16,8585628.83438,3557.0,25025600.0,5.92,2408390.0,3804.99999988,6.56098358,
2014-05-17,1174861.02447,2303.0,25430500.0,4.74,1637800.0,3705.99999997,4.64778847,
2014-05-18,1085201.76652,1950.0,20236200.0,6.38,2041030.0,4124.0,3.54551656,
2014-05-19,2086561.2371,2025.0,27873100.0,6.94,1655720.0,4716.0,3.33334164,
2014-05-20,3918475.44728,2423.0,29834300.0,6.88,1290930.0,4571.0,4.00714800001,
2014-05-21,1017730.19243,1943.0,29664200.0,7.99,1414570.0,4025.0,2.86699006,
2014-05-22,2456058.12423,2183.0,34518300.0,11.23,4383980.0,3919.0,3.20338225,
2014-05-23,6445485.11017,3015.0,48114100.0,13.49,7267510.0,3357.99999998,6.64993866,
2014-05-24,6982430.03613,3690.0,58371700.0,12.1,3637020.0,2938.99999991,8.76899744001,
2014-05-25,11384021.5854,2858.0,52126000.0,15.13,3625030.0,2768.99999997,5.40211669,
2014-05-26,7776417.47898,2644.0,64986200.0,11.29,260919.0,3100.99999999,4.78188973999,
2014-05-27,11886167.8924,3589.0,48786600.0,10.57,3730600.0,3910.99999989,5.38410388,
2014-05-28,2956422.43853,2925.0,45895300.0,7.21,3909160.0,3426.99999987,6.54771637001,
2014-05-29,5254600.30678,2595.0,31060800.0,9.38,6110000.0,2724.99999997,4.57772191,
2014-05-30,3365135.70602,2523.0,40678700.0,11.05,5769570.0,3219.99999999,5.37861051,
2014-05-31,2890380.88969,2850.0,48142000.0,11.33,2675190.0,3086.99999996,4.54273713,
2014-06-01,1467478.86713,2101.0,48841800.0,12.93,3460750.0,2739.99999998,3.12058377,
2014-06-02,2839074.05633,2216.0,56183900.0,14.48,4918700.0,2772.99999996,2.82957983,
2014-06-03,10821939.6566,2640.0,63173000.0,13.9,3096930.0,2744.99999998,4.63853054,
2014-06-04,4037913.5857,2588.0,60216600.0,12.5,1454730.0,2714.99999996,4.90792688,
2014-06-05,1770732.29333,2305.0,54275500.0,10.61,1336970.0,2861.99999998,5.08758135999,
2014-06-06,3403262.74615,2334.0,46236900.0,11.77,1613890.0,2809.99999998,4.95501256001,
2014-06-07,7658018.56423,2193.0,51452900.0,10.38,506101.0,2806.99999997,3.98726194002,
2014-06-08,626070.983702,1719.0,45474400.0,9.5,1585220.0,2784.99999999,2.5238531,
2014-06-09,1534584.29232,1961.0,41476200.0,9.54,1311350.0,2753.0,4.04994266,
2014-06-10,1984475.18687,1945.0,41793000.0,11.65,1541710.0,2874.0,3.26213307,
2014-06-11,961254.199988,2001.0,50928300.0,10.27,724358.0,2831.0,2.69895919,
2014-06-12,1315992.92098,1951.0,45377400.0,10.18,895885.0,2845.0,2.92688675,
2014-06-13,7823633.07118,2121.0,44453800.0,10.64,426354.0,2909.99999999,2.77869405001,
2014-06-14,2815783.85788,1867.0,46763800.0,10.24,514834.0,2819.0,2.36846862001,
2014-06-15,2850451.73971,1477.0,44895900.0,10.35,274260.0,2804.0,1.78740037001,
2014-06-16,1098819.34613,1422.0,44871400.0,10.13,427550.0,2999.0,1.81317498,
2014-06-17,3383199.83184,1430.0,44424600.0,10.21,305768.0,2797.99999999,1.8235016,
2014-06-18,4389699.16274,1710.0,45190900.0,10.22,475249.0,2839.99999994,2.77828564001,
2014-06-19,8350064.72287,1747.0,44912000.0,10.97,589450.0,2803.99999999,2.90881173001,
2014-06-20,4241793.49829,1758.0,48306500.0,10.34,4047720.0,2858.0,3.08420244,
2014-06-21,7185217.52448,2060.0,45082300.0,9.29,1003310.0,2829.99999998,3.44839121001,
2014-06-22,1978611.97577,1709.0,40952800.0,9.46,287288.0,2887.99999999,2.71664884,
2014-06-23,1259957.87788,1662.0,41650300.0,9.8,345384.0,3149.99999999,3.54370094,
2014-06-24,2477923.39934,1540.0,43214300.0,9.44,327520.0,2879.0,2.14822384,
2014-06-25,457615.749269,1388.0,41587200.0,8.99,243528.0,2748.0,1.67913886,
2014-06-26,657088.716712,1410.0,39622400.0,10.0,942175.0,2745.0,1.61971135,
2014-06-27,22239344.3793,1651.0,44475800.0,10.09,362067.0,2768.0,2.36400926,
2014-06-28,1674448.41746,1298.0,43494000.0,9.53,287441.0,2769.0,1.7699979,
2014-06-29,1607818.08677,1167.0,42086500.0,9.23,262898.0,2745.0,1.7227036,
2014-06-30,1476254.61094,1220.0,40669900.0,8.93,1216120.0,2742.0,1.68174826,
2014-07-01,5668631.03679,1515.0,39564800.0,7.9,689084.0,2765.0,3.38876621,
2014-07-02,3274766.96432,1449.0,35317900.0,6.99,1070360.0,2749.99999999,3.32465451,
2014-07-03,6785123.68179,1473.0,31051700.0,7.82,946899.0,2750.0,2.53184611999,
2014-07-04,5328122.36103,1324.0,34491300.0,7.56,250875.0,2710.99999999,2.22388566,
2014-07-05,2209807.40694,1143.0,33295300.0,7.12,414546.0,2789.0,1.28929011001,
2014-07-06,2094393.25398,1190.0,31701100.0,6.66,349136.0,2819.0,1.93519265,
2014-07-07,1888137.88689,1309.0,29664700.0,6.53,237262.0,2929.0,2.0102085,
2014-07-08,4415708.4018,1281.0,31048700.0,7.17,578868.0,2952.0,1.58070993006,
2014-07-09,1902070.14001,1337.0,31920700.0,7.1,255938.0,2757.0,1.75098271,
2014-07-10,769362.866302,1191.0,31652000.0,6.79,299842.0,2929.0,1.50128611,
2014-07-11,823264.860184,1279.0,30178400.0,6.52,354126.0,3217.0,2.03774645,
2014-07-12,758840.461163,1130.0,29318500.0,6.54,136625.0,2921.0,1.73034215,
2014-07-13,319270.606236,1188.0,29207800.0,6.35,189565.0,3005.0,1.29918351,
2014-07-14,914190.708782,1222.0,28401500.0,6.2,255024.0,2992.99999998,2.43401226,
2014-07-15,977596.254179,1328.0,27620600.0,6.3,388889.0,3039.0,2.74244259,
2014-07-16,663261.522435,1349.0,28261700.0,6.35,351827.0,3119.0,2.04904153,
